Entity,Code,Year,December,November,October,September,August,July,June,May,April,March,February,January
Sweden,SWE,1954,35.621628,34.97754,36.76826,39.674355,37.228786,38.785324,40.85597,44.673813,45.417305,44.54279,41.839947,38.997982
Sweden,SWE,1955,35.900402,36.39727,38.402122,40.71592,38.992542,39.976803,41.211666,43.817055,45.61921,43.592426,42.748627,38.881573
Sweden,SWE,1956,36.581116,35.967644,37.77684,40.246593,38.208527,39.998955,40.48092,44.513138,47.078075,45.170498,39.83292,38.231724
Sweden,SWE,1957,35.68374,36.569675,37.001755,39.7715,36.729897,39.667656,42.0235,42.74338,46.473984,43.96535,40.112988,37.900173
Sweden,SWE,1958,36.640785,35.349712,36.289597,38.460625,34.92013,37.33871,39.321728,42.68809,46.42416,43.13497,39.435825,38.123974
Sweden,SWE,1959,34.45602,33.327946,34.647427,38.5334,36.206223,39.025,39.90329,42.65515,45.12421,42.840557,38.792953,36.74454
Sweden,SWE,1960,32.9696,33.162388,34.130394,37.70884,35.383057,37.380524,38.68708,40.796844,42.802322,41.515972,38.59708,34.921738
Sweden,SWE,1961,34.169716,34.719814,35.676517,37.322117,36.320164,36.75828,37.953323,41.182537,44.844505,43.414837,39.00137,35.924046
Sweden,SWE,1962,34.40026,35.447803,36.389732,38.433743,35.666298,37.136402,39.81091,42.33059,45.592293,44.41839,40.053844,37.14282
Sweden,SWE,1963,35.937057,37.420647,38.40904,41.053867,37.39655,39.79963,40.993694,45.402966,47.36613,46.17184,39.830093,38.551224
Sweden,SWE,1964,40.76803,40.574474,41.26066,44.483356,39.895042,42.556004,44.289955,47.434296,51.30164,48.433403,43.54928,40.72748
Sweden,SWE,1965,37.232323,38.289948,40.48476,43.288555,40.204987,41.601936,43.882355,47.67849,52.45826,50.188316,45.701225,41.677162
Sweden,SWE,1966,39.041668,39.929977,41.342464,43.98015,41.13925,40.905178,41.77003,46.457924,50.301888,48.55369,45.68093,40.88818
Sweden,SWE,1967,35.76958,36.568035,39.334084,39.40219,38.53347,40.584724,43.84754,46.336178,51.031284,49.593437,45.190235,41.493927
Sweden,SWE,1968,32.805775,34.01834,36.21651,38.453552,37.31396,37.447506,39.259544,42.77867,46.336067,44.6801,41.422535,38.23473
Sweden,SWE,1969,31.946085,31.784803,34.955357,35.834717,34.013382,35.180935,37.42797,40.75696,43.631973,42.569416,38.460243,37.904587
Sweden,SWE,1970,34.91138,33.567074,35.262905,37.39831,34.87013,36.409946,38.437504,40.187897,44.13219,41.668365,38.421246,35.53681
Sweden,SWE,1971,33.975147,34.655357,36.127647,38.0647,36.88943,37.85429,39.02676,42.133877,45.95161,43.435688,40.463333,36.7838
Sweden,SWE,1972,33.855377,33.70133,35.219273,37.46133,36.13131,37.272617,38.8328,41.085766,42.84765,41.65056,39.767044,36.245075
Sweden,SWE,1973,31.936413,32.359066,34.20863,36.251095,35.003742,36.237953,38.11115,40.495937,42.725044,40.908768,39.12298,36.52861
Sweden,SWE,1974,31.267477,33.185173,33.720665,36.28078,35.177322,36.461758,37.473015,40.223785,43.148365,41.362576,38.208107,37.132084
Sweden,SWE,1975,29.727282,28.533808,30.721998,33.36648,32.158855,34.354534,35.20996,37.733624,41.854877,39.55582,38.184174,35.43113
Sweden,SWE,1976,27.482723,28.04641,29.79527,32.798668,31.074984,31.860542,33.398182,35.01494,37.15392,37.681934,35.319595,33.06596
Sweden,SWE,1977,25.737448,28.060127,29.354483,31.54548,31.26041,31.258453,32.387276,34.055317,36.657112,37.121845,35.012867,31.01952
Sweden,SWE,1978,25.956703,27.096266,28.369465,30.036913,29.536804,29.97071,31.740541,34.905872,35.45508,35.744957,32.381466,29.845968
Sweden,SWE,1979,26.742088,27.502108,29.648087,30.634047,29.814718,31.81557,32.745564,34.947964,37.305946,36.047005,33.796185,31.348999
Sweden,SWE,1980,26.770664,26.693077,27.915472,31.095778,30.101074,32.686836,33.07542,34.160423,38.169514,36.58257,34.331963,32.24613
Sweden,SWE,1981,25.902683,25.770163,27.296944,31.148493,30.436008,31.441692,32.11883,33.278896,35.952595,34.71707,33.47558,30.885204
Sweden,SWE,1982,25.113981,26.06435,27.797125,31.243155,29.980932,29.873768,31.327383,31.9728,35.81905,35.548714,32.622734,30.501816
Sweden,SWE,1983,25.41034,25.649918,27.25137,30.001434,29.774242,29.566015,32.21338,32.313904,34.436684,34.34555,32.460052,29.513336
Sweden,SWE,1984,25.178722,27.599756,28.29855,30.448586,30.14312,30.858723,31.43531,33.776665,34.906757,34.69068,32.692223,29.897474
Sweden,SWE,1985,27.379408,27.482607,29.152475,31.79296,31.88453,32.650486,33.3009,35.207134,37.01734,36.717834,34.27204,31.31592
Sweden,SWE,1986,27.71706,28.110481,29.63639,34.548393,33.241344,33.534286,34.636265,35.227207,39.084084,37.029724,34.961895,33.110336
Sweden,SWE,1987,29.499258,29.54892,30.182173,34.054344,33.26213,35.39707,36.49746,36.730644,38.702286,38.342865,35.904842,32.475304
Sweden,SWE,1988,31.288725,30.894493,32.748306,37.032692,36.392815,36.764492,37.93166,39.65963,40.62389,41.698044,37.285515,34.692253
Sweden,SWE,1989,32.578987,33.515156,34.62012,37.15419,37.6498,38.901794,38.81936,40.456177,40.385456,41.382526,39.307144,36.09527
Sweden,SWE,1990,33.81329,34.266514,37.210796,40.139767,39.467842,40.381737,41.10279,42.20915,44.517166,43.988194,42.837765,38.78049
Sweden,SWE,1991,33.25762,34.341442,34.52908,38.302982,38.609344,40.141644,39.759487,41.75327,45.135483,43.80712,42.8746,40.4353
Sweden,SWE,1992,31.46115,31.887573,33.68281,38.433212,37.459774,38.96567,40.798626,40.83803,44.20202,43.6497,41.386158,40.376007
Sweden,SWE,1993,30.17572,30.392227,32.855213,35.938477,37.14887,37.3712,39.16056,39.03511,42.688778,41.58111,39.16402,37.603928
Sweden,SWE,1994,29.823904,29.998228,30.524042,31.812986,34.07882,35.31422,37.917828,37.694378,40.68905,40.195175,38.83024,34.25516
Sweden,SWE,1995,25.427109,26.54402,29.115376,31.099792,31.933222,33.021355,34.48388,34.38722,36.371834,36.262585,35.210243,31.966429
Sweden,SWE,1996,24.77661,25.336496,26.921408,28.748062,29.657873,31.239843,30.443022,30.853373,33.739433,32.058216,31.056086,29.214966
Sweden,SWE,1997,23.136946,22.605108,24.968964,27.34706,28.850765,29.829025,30.398376,30.118927,32.039665,30.149895,29.484198,28.309608
Sweden,SWE,1998,23.057947,23.57579,25.407822,28.331495,29.146944,29.837717,28.581799,29.630121,30.947508,29.108925,29.387905,26.68783
Sweden,SWE,1999,23.563559,23.428856,25.76248,27.443363,27.925581,28.721447,29.375978,29.665127,30.181747,29.286629,28.752007,26.393969
Sweden,SWE,2000,23.855202,25.7516,26.69567,28.439888,28.469576,29.366154,29.599466,30.039978,30.066252,29.364223,29.181715,26.802094
Sweden,SWE,2001,23.441828,24.618525,27.175024,28.432358,29.001204,29.54869,29.34171,30.80412,31.021233,30.049726,29.490704,28.06702
Sweden,SWE,2002,25.291039,26.037321,29.437555,30.323265,30.155996,30.356485,30.465977,31.879051,33.138355,30.757925,30.203844,28.487566
Sweden,SWE,2003,26.523802,27.212402,29.966108,31.484514,30.853182,33.38051,32.01772,31.434595,33.02191,31.33963,31.47787,29.267176
Sweden,SWE,2004,26.669401,27.7674,28.726128,30.882568,31.829098,33.1095,33.42728,31.828457,33.375248,32.62903,31.495512,30.411442
Sweden,SWE,2005,27.036688,27.294682,29.763874,31.349253,32.362568,32.56994,32.666058,33.160282,33.338444,32.2989,31.147533,29.91126
Sweden,SWE,2006,26.47405,28.636452,31.392752,32.161633,33.34071,34.149467,33.593506,33.948673,34.28493,34.794437,33.515366,30.69312
Sweden,SWE,2007,27.549719,29.427525,31.650076,32.37283,33.293865,34.36242,33.477516,34.6004,34.308815,33.83136,32.909122,31.201843
Sweden,SWE,2008,27.666685,28.42392,30.961535,32.798374,33.30001,35.64553,34.09391,34.31944,35.592075,32.895092,33.408268,32.03256
Sweden,SWE,2009,28.75022,29.387802,31.213213,33.913895,34.737556,35.908714,35.436695,34.027645,34.86513,34.093132,32.41898,31.22076
Sweden,SWE,2010,28.703997,30.109467,32.3538,33.71719,34.397602,35.480026,36.10377,34.910763,35.753036,35.526497,35.320095,33.80912
Sweden,SWE,2011,27.214819,29.018522,30.559677,33.3413,34.00119,34.87149,34.435024,34.03108,34.030693,33.33924,32.266396,31.68982
Sweden,SWE,2012,27.460602,28.879578,31.141912,33.13434,34.626045,34.817642,34.34031,34.098763,33.991364,32.715508,33.73311,31.13819
Sweden,SWE,2013,27.116879,28.270836,30.444176,32.67936,34.245117,35.303204,33.762962,34.429,34.92205,33.424,32.55589,32.07153
Sweden,SWE,2014,27.05644,28.787964,30.873608,33.087357,33.557384,35.134052,35.029617,34.392838,35.42589,33.502094,32.573605,30.511023
Sweden,SWE,2015,27.571419,29.027367,31.566551,33.74773,32.773384,34.418694,33.983486,33.71768,34.046986,31.388758,32.128433,31.308712
Sweden,SWE,2016,27.483202,28.540497,30.335213,33.57929,32.86332,33.988922,34.51531,35.058834,34.154118,33.471516,32.687252,31.6898
Sweden,SWE,2017,26.29637,28.3199,29.995888,31.603325,32.512383,33.687943,32.82977,33.976494,33.06428,32.198483,32.51922,30.632526
Sweden,SWE,2018,26.363615,27.906664,29.724615,31.47231,32.99952,33.070465,33.295334,33.342957,33.595287,32.063686,30.753515,29.893616
Sweden,SWE,2019,25.245966,27.255695,29.277779,30.235487,32.114998,32.884182,32.50125,32.307575,32.715286,30.888525,30.771585,30.335295
Sweden,SWE,2020,24.9769,26.33771,28.548363,29.991596,31.01703,31.528492,31.813562,32.456028,31.311455,30.104963,29.88499,30.226973
Sweden,SWE,2021,25.139782,27.113628,28.801846,30.10855,31.206509,31.97736,32.71358,32.005527,31.491997,31.251463,30.912926,28.192604
Sweden,SWE,2022,23.074617,23.806116,25.019335,26.58827,28.803726,28.398155,30.311836,29.501087,28.068798,28.343645,29.18484,27.520048
Sweden,SWE,2023,21.869995,23.426138,25.135584,25.609676,26.34437,27.449759,28.352545,28.544125,26.548903,26.743614,26.907982,25.37981
Sweden,SWE,2024,21.275372,22.882269,24.92532,25.02594,26.397898,27.122608,26.615107,27.290718,26.996387,26.820438,25.852274,24.258528
Switzerland,CHE,1871,70.7749,74.298584,73.45141,76.21518,78.33487,78.64008,80.01199,76.92618,77.003654,82.83093,80.38543,80.16616
Switzerland,CHE,1872,75.63488,78.20456,79.4853,80.41229,77.26661,78.42878,79.92708,81.09355,83.35998,84.7444,82.5326,77.60704
Switzerland,CHE,1873,75.48227,77.85278,77.63052,82.013504,79.43834,78.311386,78.10752,79.896164,82.729195,85.343094,86.58492,81.17572
Switzerland,CHE,1874,79.039215,84.027145,83.230064,86.48962,83.67615,83.73484,83.40849,81.28137,81.54042,82.77224,81.51616,82.936584
Switzerland,CHE,1875,81.84485,81.26142,87.02178,89.35238,88.5596,92.62132,89.5586,87.46787,87.763306,88.57134,87.26076,86.48179
Switzerland,CHE,1876,84.5472,86.94299,86.71944,88.37925,88.10127,90.51327,87.79961,89.20755,93.503586,96.634895,96.32053,91.623505
Switzerland,CHE,1877,83.81696,85.86744,87.70356,90.7728,89.20564,90.963326,88.99992,89.49265,90.33714,86.981995,87.56695,85.83021
Switzerland,CHE,1878,79.88499,83.3279,84.39401,89.28996,84.58314,85.00701,85.890854,87.52092,89.635376,88.6164,89.41765,87.06114
Switzerland,CHE,1879,82.20951,82.46521,82.74254,85.314026,84.88352,83.635765,85.073746,84.64255,86.3391,85.70869,84.96983,81.06534
Switzerland,CHE,1880,81.123146,78.13709,74.45037,79.0326,82.815674,83.60238,83.440956,84.7793,82.43361,80.96153,82.06578,83.18024
Switzerland,CHE,1881,80.24686,79.7547,80.899155,81.761505,79.206375,81.25001,80.13026,80.65617,80.51065,85.96431,85.022606,88.62138
Switzerland,CHE,1882,75.41442,76.88813,77.633484,81.281204,78.86113,80.068504,80.097626,78.40503,78.7857,81.794685,81.478226,81.62388
Switzerland,CHE,1883,73.384155,74.34469,78.05344,79.30969,79.566795,77.510155,77.37387,77.57164,79.54299,80.73267,83.33265,80.243706
Switzerland,CHE,1884,73.4649,74.87774,75.680275,78.82219,77.708435,78.86937,78.20298,78.73714,76.84627,82.3542,78.58276,75.42757
Switzerland,CHE,1885,71.161964,73.84056,75.62773,77.10697,77.60815,76.48838,76.87608,74.403595,78.08087,78.78935,77.31187,77.49774
Switzerland,CHE,1886,71.72378,72.11187,75.26639,77.93412,75.674095,77.24193,75.396255,76.97154,78.70663,79.476,78.12853,78.0245
Switzerland,CHE,1887,71.35811,74.409584,75.3774,77.60164,75.77326,78.523705,76.999466,74.97995,81.53999,78.85331,76.97888,77.26218
Switzerland,CHE,1888,70.22995,70.43827,73.95472,77.461334,77.46333,79.41288,77.080956,75.935814,76.37709,79.097244,78.15145,76.04745
Switzerland,CHE,1889,70.78373,70.99164,72.567696,78.307594,75.68526,74.75396,76.906746,76.53972,79.52657,79.54295,79.63537,74.44436
Switzerland,CHE,1890,78.114044,69.55991,57.766163,64.57478,73.54912,74.03041,75.013405,74.06757,75.7944,79.01967,75.41659,75.67314
Switzerland,CHE,1891,69.78638,69.98912,73.37849,73.82313,76.60428,76.730286,78.14483,75.74946,80.69809,83.283485,83.430855,79.7375
Switzerland,CHE,1892,72.59145,69.9144,72.61458,76.0287,75.78945,75.333405,77.72634,75.47939,78.35353,78.25516,77.676315,74.310814
Switzerland,CHE,1893,73.13393,72.7238,76.29508,77.680595,75.8714,75.3627,75.356285,76.79154,80.00911,80.539925,78.30115,74.24977
Switzerland,CHE,1894,72.704094,70.59648,67.16934,72.19808,75.96658,77.48241,76.36584,79.29283,79.241974,79.32142,73.75684,75.03244
Switzerland,CHE,1895,69.341064,67.69298,71.1662,74.799675,75.580086,76.50541,76.91075,75.52205,78.481804,77.5351,79.25566,77.01965
Switzerland,CHE,1896,72.56151,73.49318,75.0121,78.17386,77.19585,76.64867,77.925644,77.33044,79.373024,80.64333,79.92967,75.066795
Switzerland,CHE,1897,73.711754,75.51619,76.874825,78.24299,80.71939,78.94665,80.780945,79.47471,78.26715,79.00717,76.741234,73.03864
Switzerland,CHE,1898,72.08706,73.657524,75.44752,81.243034,81.84348,79.62212,78.90897,77.32387,80.18971,81.01037,78.835526,77.54669
Switzerland,CHE,1899,78.1012,75.181755,76.85728,79.8914,82.54529,81.39682,78.46925,80.41105,81.939514,83.17651,80.47103,74.60354
Switzerland,CHE,1900,70.92236,69.07699,75.51792,80.09351,79.48592,81.10399,81.39799,78.287094,82.91656,81.709625,82.839584,77.24181
Switzerland,CHE,1901,72.49647,76.06004,76.4607,81.567215,80.09565,79.63583,81.05504,79.53563,82.46023,86.0594,83.14365,77.26327
Switzerland,CHE,1902,72.07446,73.98496,75.25896,79.16335,79.89458,79.04439,78.23703,80.75539,82.21116,81.9864,80.525764,74.189255
Switzerland,CHE,1903,71.87658,70.925186,69.907486,76.62538,76.65273,75.62308,74.462395,78.812805,78.91357,76.99482,74.37091,74.07216
Switzerland,CHE,1904,68.51626,69.286095,71.88573,74.61603,74.87014,76.84966,73.634674,76.346306,78.96229,79.30853,78.042305,73.53062
Switzerland,CHE,1905,68.20056,67.59515,71.39583,75.218445,74.08096,75.57419,75.378845,72.18116,76.27538,78.91446,79.26895,71.90696
Switzerland,CHE,1906,67.3227,68.5216,71.440704,73.66695,73.611694,74.70519,74.64337,74.49241,77.16114,78.5656,76.64592,73.0334
Switzerland,CHE,1907,63.70145,65.402054,67.326775,74.80062,74.94592,74.2868,73.04363,73.37716,75.07335,77.02039,74.62119,69.39466
Switzerland,CHE,1908,64.5234,66.73416,69.10877,70.85739,74.3227,72.89682,73.895966,74.13871,77.22157,76.04287,76.14631,69.92014
Switzerland,CHE,1909,62.952118,63.247005,66.39594,69.39271,70.3762,71.74252,70.35997,71.99611,75.12503,76.513565,72.11391,68.69228
Switzerland,CHE,1910,62.27192,64.52766,66.01443,67.92695,69.59071,70.343185,70.258865,71.1428,71.77058,71.26904,73.62038,65.633026
Switzerland,CHE,1911,62.17326,58.924454,62.027496,65.28379,67.615974,69.1212,68.201645,69.676025,71.16468,69.59703,67.2264,66.20301
Switzerland,CHE,1912,62.97556,63.429493,63.12698,67.518036,66.373825,67.53647,66.037895,65.27463,69.26103,71.143425,69.13531,65.90907
Switzerland,CHE,1913,58.100945,57.96668,61.99872,63.826664,64.40046,66.45259,66.24631,65.96876,66.522194,69.066444,69.08391,64.15891
Switzerland,CHE,1914,57.64882,56.443214,57.106754,59.766598,62.317486,62.951645,64.74159,65.32365,66.88047,67.455925,66.37171,61.518898
Switzerland,CHE,1915,51.62137,49.89907,50.78445,52.90454,53.569344,52.134304,48.357983,43.26767,56.869812,63.31563,61.795624,60.45447
Switzerland,CHE,1916,48.180027,46.274895,50.821518,52.028408,52.681396,51.918118,52.273155,53.51273,53.28213,55.593323,54.94074,53.34731
Switzerland,CHE,1917,45.644558,44.32732,46.981087,52.71657,51.61454,50.81465,51.78492,53.21958,53.943134,54.251526,54.225323,52.251163
Switzerland,CHE,1918,48.414818,48.124966,51.862766,50.05087,51.322033,52.614346,52.801807,52.898098,53.82713,55.120667,51.97106,47.98335
Switzerland,CHE,1919,58.826466,59.638515,55.81864,49.978706,41.897305,45.180485,48.21732,48.160343,48.2355,52.710598,53.87228,51.12648
Switzerland,CHE,1920,51.221397,48.52043,48.890366,54.076714,53.488007,54.769257,58.607944,62.44783,63.378025,65.61882,66.11084,60.33827
Switzerland,CHE,1921,53.7267,51.44021,51.940945,53.23971,53.867775,55.95906,58.532097,59.82509,61.252758,64.00659,62.159557,56.77282
Switzerland,CHE,1922,48.356148,47.085102,46.622055,50.985165,51.666245,53.977562,54.158363,56.05993,56.9571,58.121174,59.151085,57.651783
Switzerland,CHE,1923,49.20109,47.944523,48.153957,50.620342,50.09996,51.991413,53.08222,55.83728,56.47297,57.959743,56.922512,52.720333
Switzerland,CHE,1924,46.13788,45.282745,46.36902,49.581535,48.814938,50.41397,51.609585,53.493515,54.68311,55.68058,54.78104,52.01783
Switzerland,CHE,1925,45.337063,44.86803,46.644062,47.84129,50.22195,49.625763,50.856136,52.545033,53.135582,54.933083,55.321526,48.78509
Switzerland,CHE,1926,46.556923,45.00047,45.0899,49.061127,47.77279,49.567657,50.83306,51.26477,52.33678,55.760464,52.202904,47.850372
Switzerland,CHE,1927,46.1123,42.10971,39.222794,43.801926,46.01467,47.971992,49.262066,50.27485,51.500996,52.114075,51.374397,49.803833
Switzerland,CHE,1928,43.80282,42.742302,43.14347,44.91817,45.538937,47.99409,47.864647,49.07386,49.972824,50.812008,52.646015,47.862362
Switzerland,CHE,1929,42.964176,42.580387,43.2014,45.6906,45.750717,46.727337,46.220394,49.926662,49.41895,50.94217,51.429214,46.400276
Switzerland,CHE,1930,44.548973,42.85392,44.06572,45.214893,47.774754,47.021637,48.828526,48.487057,50.286,50.241035,51.608734,45.16648
Switzerland,CHE,1931,42.69662,39.71176,41.35325,43.73023,45.16743,46.065186,46.690357,49.27946,49.36623,50.329517,49.37842,46.50649
Switzerland,CHE,1932,39.89004,40.318542,42.796448,43.768997,45.251293,46.409344,46.673843,47.429237,48.589737,50.759014,50.379982,46.919266
Switzerland,CHE,1933,41.159225,40.06073,41.241333,43.680077,44.177563,44.74832,44.751686,48.154896,47.50292,49.577377,48.491856,45.14054
Switzerland,CHE,1934,42.597363,41.98409,41.22321,42.625008,43.297916,45.15329,43.632824,45.77108,48.87181,47.80026,46.706593,43.929638
Switzerland,CHE,1935,37.676647,36.69547,39.861225,42.52364,42.94635,43.75938,45.97079,46.86635,45.780933,47.777035,48.246452,45.866074
Switzerland,CHE,1936,39.048203,38.10941,38.295063,40.71681,40.674236,41.383877,42.6612,44.81678,45.97083,48.617832,46.2663,42.349243
Switzerland,CHE,1937,37.437492,37.465412,38.13104,39.756836,38.794937,40.580097,40.87816,43.578903,44.215214,42.63562,44.525295,40.676735
Switzerland,CHE,1938,38.496815,37.021507,37.19735,39.420483,39.59705,41.237118,42.563736,44.291588,44.78142,45.492783,45.338856,41.302433
Switzerland,CHE,1939,36.978626,36.29479,37.953396,39.67949,40.487305,41.823986,42.188,44.104572,45.897167,45.39113,44.421017,39.747627
Switzerland,CHE,1940,40.337315,37.545887,38.31293,41.846573,38.25393,37.584618,35.836617,42.45723,47.175507,45.78191,45.6717,42.92834
Switzerland,CHE,1941,45.98496,44.016876,42.01059,45.9068,46.3018,47.00456,50.240696,51.47393,51.72916,46.848854,38.00651,42.28185
Switzerland,CHE,1942,49.428734,46.555878,47.171963,50.73466,50.80959,49.582752,51.018356,52.450672,52.14004,52.20553,51.42773,48.243023
Switzerland,CHE,1943,49.9905,49.785072,49.604076,51.5288,47.16842,51.56593,52.429173,55.128696,54.85105,57.487236,57.65052,52.09093
Switzerland,CHE,1944,49.31182,47.27103,49.555023,52.13523,52.428333,51.936638,52.67146,55.526394,56.824417,59.501595,60.711895,54.12211
Switzerland,CHE,1945,51.0246,50.311256,52.355988,53.533817,51.534847,54.19524,53.271584,57.96686,59.7578,59.680614,60.651665,56.302616
Switzerland,CHE,1946,49.2294,47.841316,50.042328,51.315277,51.46595,55.37391,55.774418,58.293972,60.322147,61.63461,62.37296,54.56695
Switzerland,CHE,1947,48.359863,46.839287,48.052242,50.863243,49.2689,53.12647,54.94242,57.390797,58.251373,58.555683,59.736404,53.75598
Switzerland,CHE,1948,48.8358,46.788754,46.43204,50.110165,49.13894,52.814022,53.506443,54.69735,58.519226,57.45225,57.56952,53.178722
Switzerland,CHE,1949,44.90069,45.772095,45.33892,47.52903,48.18909,51.499283,51.52283,52.65697,55.051823,54.943424,55.554054,52.426212
Switzerland,CHE,1950,45.816082,44.057457,46.245434,47.566177,47.012825,48.63488,48.892212,52.700054,55.24501,55.21356,53.76047,49.48493
Switzerland,CHE,1951,42.726273,41.59785,43.936,45.715862,45.43601,46.95277,47.27738,50.506832,50.8033,52.47285,53.053364,47.499626
Switzerland,CHE,1952,43.626064,43.689598,43.630775,47.098995,46.079792,45.22008,47.647217,51.16168,51.272602,52.779648,51.23681,46.534485
Switzerland,CHE,1953,41.925842,40.660435,42.47738,45.857376,45.337826,47.24572,46.785713,49.223965,50.473824,52.134373,51.30177,47.21297
Switzerland,CHE,1954,42.117535,41.61228,43.008316,43.99782,45.44268,46.79767,47.646004,49.35929,51.249027,49.721375,51.320217,45.9896
Switzerland,CHE,1955,42.157345,41.677483,43.409622,45.48239,46.180996,46.30071,46.900738,49.558746,50.756927,52.11825,49.90438,46.998356
Switzerland,CHE,1956,42.536186,41.876907,43.145542,46.133987,46.301853,47.178154,48.176132,51.150505,50.884655,53.393875,52.319077,46.521774
Switzerland,CHE,1957,44.892384,44.32247,46.078243,48.118618,46.276787,47.300636,48.669277,50.545753,52.716602,53.223835,53.432762,47.282135
Switzerland,CHE,1958,46.8545,45.9263,45.736107,46.13372,42.541927,43.940872,48.65214,50.660564,52.53445,54.64762,53.209614,48.41222
Switzerland,CHE,1959,43.925114,43.499947,44.498737,46.24456,46.231915,48.394413,48.15758,50.202526,52.66058,54.670784,53.20433,49.85111
Switzerland,CHE,1960,44.05232,43.099,44.050316,47.56234,47.94933,49.462772,50.04215,51.516075,50.984177,53.024525,51.860428,47.656227
Switzerland,CHE,1961,46.716366,46.504257,47.534725,47.301056,49.254765,49.669548,51.522156,51.828533,54.277874,53.851604,53.510227,49.52651
Switzerland,CHE,1962,46.39298,47.955227,48.989635,51.751667,50.55536,50.61364,52.50502,53.571865,54.22727,55.077732,54.97833,49.79702
Switzerland,CHE,1963,47.79815,47.266308,49.806263,52.745304,51.29003,53.882183,53.675117,56.216053,58.87812,57.111214,56.61851,50.764973
Switzerland,CHE,1964,50.190296,49.154644,50.73849,53.202236,50.170593,53.783024,54.0893,55.096573,56.97575,57.944286,56.986217,51.66029
Switzerland,CHE,1965,46.32608,47.294662,49.70035,51.6924,50.44352,50.928875,53.66421,54.400692,56.959534,58.043568,56.434307,52.600857
Switzerland,CHE,1966,44.42446,45.702457,48.020557,48.98315,48.60846,51.60391,52.338146,55.040077,54.845432,55.71552,53.83791,51.103424
Switzerland,CHE,1967,44.30281,44.816204,46.11159,47.034893,47.21313,48.691643,50.982685,52.98025,53.969524,53.735382,52.319,47.92598
Switzerland,CHE,1968,42.53883,42.71469,43.232937,46.385098,45.0185,47.381157,48.943424,50.298943,51.906357,52.23569,50.148796,47.810783
Switzerland,CHE,1969,40.215004,40.595856,41.80573,44.028706,43.286484,45.73193,47.498943,49.250805,50.697605,50.482147,49.352432,46.96721
Switzerland,CHE,1970,40.853428,39.810852,38.966755,42.251266,41.783394,45.24668,47.077705,46.801212,47.470238,47.526913,46.35702,43.934383
Switzerland,CHE,1971,36.894028,38.294445,38.93483,41.085163,40.056496,43.31782,44.839836,45.06457,46.88768,47.05967,44.510998,42.8089
Switzerland,CHE,1972,35.658176,35.365673,35.257137,37.245438,38.489742,40.501106,42.6539,42.82473,43.708008,44.225014,42.65517,40.149487
Switzerland,CHE,1973,34.022068,33.976597,34.95514,36.53977,36.963573,39.3144,39.260056,41.412197,41.353397,41.377216,38.94216,38.279594
Switzerland,CHE,1974,32.194862,32.351913,34.2167,36.111572,35.631466,38.305832,37.247402,39.46068,39.549843,39.450565,37.67321,36.14141
Switzerland,CHE,1975,30.490795,29.632517,29.381872,31.731552,30.820938,34.476093,35.729614,36.859253,37.902122,37.79526,36.996284,35.318935
Switzerland,CHE,1976,28.6734,28.846214,28.7376,31.968218,31.285461,32.037975,35.22558,34.32831,34.235226,34.48895,34.671627,31.617653
Switzerland,CHE,1977,28.566725,28.359472,29.641338,30.86069,30.510181,30.934235,33.852264,34.70926,33.799553,34.77606,33.576706,31.788248
Switzerland,CHE,1978,28.23209,27.939835,28.894413,30.5235,29.141045,31.254383,33.180134,33.694756,33.918724,33.777985,32.35497,30.834799
Switzerland,CHE,1979,28.435286,27.961786,28.884483,31.220274,29.902868,32.898113,32.81644,33.801273,34.433037,32.812298,32.121357,30.893347
Switzerland,CHE,1980,29.302631,29.507229,30.249722,32.557034,30.208443,32.9776,33.04081,33.383026,33.554134,32.86872,32.804226,31.939032
Switzerland,CHE,1981,29.460613,29.148682,29.849678,32.95114,31.361,31.828386,33.173317,33.28293,33.8262,32.87845,32.846596,31.266306
Switzerland,CHE,1982,28.958805,30.412146,30.488533,32.42137,32.172543,32.541294,32.410625,33.300068,34.442265,33.847897,33.616062,31.071
Switzerland,CHE,1983,28.67928,27.888498,30.309984,32.08558,31.30911,32.045246,32.01476,33.543694,31.931107,32.623814,33.280975,31.763458
Switzerland,CHE,1984,29.038744,30.637611,30.89562,32.061104,31.528675,32.942284,32.52034,32.6654,31.284992,32.899662,32.167316,31.734015
Switzerland,CHE,1985,28.21811,29.313576,30.858759,32.37287,30.896631,32.747936,31.687391,32.752327,33.278973,33.960136,31.932924,31.611792
Switzerland,CHE,1986,30.083378,29.121836,30.241833,33.282764,32.51258,32.647686,32.94752,33.17152,34.160736,32.975742,33.24034,31.675152
Switzerland,CHE,1987,30.633823,30.569529,30.810265,33.467648,31.164444,33.015263,33.854305,32.65202,33.718243,32.19905,31.630081,30.800491
Switzerland,CHE,1988,31.859379,31.496185,32.546684,35.219444,34.292027,33.2288,33.651173,33.425396,32.987183,35.432926,33.960747,31.663425
Switzerland,CHE,1989,32.603436,32.597504,31.49944,33.853615,33.467598,35.038536,34.94114,34.57079,33.928066,34.25751,32.890675,32.052494
Switzerland,CHE,1990,32.345455,32.88652,33.336926,35.873974,33.933643,35.37916,34.734226,35.21103,34.656437,34.931282,34.786522,33.383938
Switzerland,CHE,1991,33.683987,33.233555,33.24265,37.320507,34.04172,36.144424,35.170986,35.43967,35.785637,34.946354,35.097633,33.280014
